age,industry,Education,ALERT,is_sanctioned,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
56.0,Legal,Bachelor's Degree,1,0,1,106500.0,25,662,VT,9,721.49,6493.41,transfer billing address customer call,2,0,0,0.0,0,5,6493.41,0.0,0,1,1,45.55,0,14000,1,6,1,5,2,0
51.0,Information Technology,Associate Degree,1,0,0,59100.0,4,626,RI,6,126.31,757.86,plastic replace statement late payment statement,2,0,0,0.0,0,3,757.86,0.0,0,1,1,25.69,0,10000,1,8,0,6,0,0
39.0,Information Technology,Doctorate,1,0,2,135300.0,2,675,NY,38,45.98,1747.24,change request billing address card replace,22,2,0,89.98,0,4,1747.24,0.0,0,1,1,58.36,0,12000,0,3,0,7,0,0
23.0,Education,High School or Below,1,0,1,5200.0,7,656,RI,1,323.8,323.8,customer call   late payment statement,1,0,0,0.0,0,4,60.0,0.0,0,1,1,67.07,0,14000,1,2,0,6,1,0
41.0,Construction,High School or Below,1,0,0,31200.0,16,727,ME,35,13.09,458.15,plastic replace late payment transfer,14,5,0,61.0,1,7,458.15,0.0,0,1,1,51.66,3,14000,0,0,0,9,0,0
45.0,Entertainment and Hospitality,Master's Degree,1,0,0,85100.0,5,675,NH,32,84.06,2689.92,customer call transfer statement,18,1,0,85.09,1,7,2689.92,0.0,0,1,1,30.88,1,17000,1,5,2,2,1,0
31.0,Scientific and Technical Services,Master's Degree,1,0,0,36600.0,8,709,MA,4,16.22,64.88, ,3,0,0,0.0,0,2,64.88,0.0,0,1,1,43.67,0,9000,1,1,0,5,1,0
37.0,Construction,Bachelor's Degree,1,0,2,51000.0,33,780,MA,10,112.56,1125.6,late payment transfer   statement,7,0,0,0.0,0,3,60.0,0.0,0,1,1,50.03,0,14000,1,0,0,7,1,0
20.0,Transportation,High School or Below,1,0,2,9000.0,32,760,PA,1,43.69,43.69,billing address plastic replace change request,0,0,0,0.0,0,2,60.0,16.31,1,1,1,57.42,0,9000,1,2,0,9,1,0
30.0,Retail,Associate Degree,1,1,2,33000.0,52,731,CT,8,2.28,18.24, ,7,0,0,0.0,0,4,60.0,41.76,1,4,1,151.59,0,11000,1,3,0,6,1,0
41.0,Healthcare,Master's Degree,1,0,0,110700.0,5,759,PA,21,83.22,1747.62,plastic replace card replace statement,9,4,0,335.44,2,2,1747.62,0.0,0,1,1,28.6,2,8000,1,0,0,7,1,0
47.0,Retail,High School or Below,1,0,0,24600.0,5,703,RI,5,0.0,0.0,  late payment  ,3,0,0,0.0,0,3,60.0,60.0,1,2,1,60.0,0,7000,1,2,0,87,1,0
36.0,Manufacturing,Associate Degree,1,0,1,26700.0,0,712,MA,13,564.18,7334.34, ,4,1,0,563.36,0,5,366.72,0.0,0,1,1,24.9,5,12000,1,6,0,12,4,0
34.0,Transportation,Associate Degree,1,0,1,45500.0,6,637,RI,4,696.72,2786.88, ,2,0,0,0.0,0,3,2786.88,0.0,0,1,1,41.56,0,17000,0,4,0,4,0,0
46.0,Manufacturing,Bachelor's Degree,1,0,2,71500.0,3,668,ME,3,99.07,297.21,change request statement customer call,0,1,1,88.0,0,3,60.0,0.0,0,1,1,72.4,1,17000,0,2,0,4,0,0
25.0,Manufacturing,High School or Below,1,0,2,15300.0,14,701,NH,19,279.41,5308.79,change request change request statement,12,1,1,278.0,0,3,692.27,0.0,0,1,1,46.82,2,11000,0,2,1,9,1,0
,Manufacturing,Associate Degree,1,0,2,37600.0,13,652,MA,4,25.67,102.68,change request password change customer call,2,1,0,25.36,1,7,102.68,0.0,0,1,1,80.71,0,17000,1,3,2,8,0,0
45.0,Manufacturing,Associate Degree,1,0,0,38500.0,3,688,MA,7,104.67,732.69,transfer plastic replace change request,3,1,0,104.96,0,7,732.69,0.0,0,1,1,35.5,0,11000,1,7,0,5,0,0
27.0,Transportation,High School or Below,1,0,1,26400.0,5,694,MA,13,14.07,182.91, ,8,1,0,13.22,1,3,60.0,0.0,0,1,1,75.45,0,9000,0,3,0,6,0,0
,Manufacturing,Associate Degree,1,0,2,37600.0,13,652,MA,4,25.67,102.68,change request password change customer call,2,1,0,25.36,1,7,102.68,0.0,0,1,1,80.71,0,17000,1,3,2,8,0,0
55.0,Financial Services,Associate Degree,1,0,1,125900.0,110,746,NY,27,342.07,9235.89,card replace plastic replace   bitcoin,17,2,2,682.0,0,5,9235.89,0.0,0,1,1,34.04,5,13000,1,4,0,7,4,0
42.0,Scientific and Technical Services,High School or Below,1,0,0,46700.0,60,775,NJ,26,40.73,1058.98, ,16,3,2,128.03,2,3,2115.13,1056.15,1,1,1,1141.22,3,13000,0,4,0,2,1,0
42.0,Engineering,Bachelor's Degree,1,0,1,118100.0,19,679,NY,22,52.99,1165.78, ,8,3,0,157.68,2,2,1165.78,0.0,0,1,1,49.93,0,8000,0,0,0,4,2,0
42.0,Construction,Associate Degree,1,0,1,54900.0,2,683,PA,44,16.68,733.92, ,20,6,1,95.7,2,3,3354.31,2620.39,1,2,1,2662.4,3,11000,1,2,0,8,1,0
51.0,Healthcare,Doctorate,1,0,0,116900.0,1,729,MA,101,0.0,0.0, ,47,7,2,0.0,2,6,60.0,60.0,1,2,1,60.0,2,13000,0,2,0,6,2,0
41.0,Construction,High School or Below,1,0,1,51800.0,43,662,PA,3,0.0,0.0,billing address billing address transfer,2,0,0,0.0,0,3,60.0,60.0,1,3,1,60.0,0,9000,1,2,1,10,0,0
40.0,Financial Services,Bachelor's Degree,1,0,0,52900.0,20,728,MA,8,95.79,766.32,statement   statement statement,3,0,0,0.0,0,4,766.32,0.0,0,1,1,69.33,0,11000,1,2,0,14,0,0
44.0,Manufacturing,High School or Below,1,0,0,46800.0,18,684,MA,34,182.39,6201.26,card replace transfer password change cash,17,5,1,920.2,1,2,310.06,0.0,0,1,1,54.44,2,9000,1,1,0,11,0,0
39.0,Transportation,Associate Degree,1,0,1,39500.0,109,741,MA,8,0.0,0.0, ,7,0,0,0.0,0,8,60.0,60.0,1,1,1,60.0,0,7000,0,2,0,6,1,0
22.0,Retail,Bachelor's Degree,1,0,2,14400.0,11,701,NY,22,295.92,6510.24,card replace transfer card replace,15,1,0,292.38,1,3,325.51,0.0,0,1,1,44.64,3,10000,1,5,0,8,4,0
44.0,Information Technology,Bachelor's Degree,1,0,1,50700.0,27,721,RI,3,251.48,754.44, ,2,0,0,0.0,0,2,60.0,0.0,0,1,1,40.71,0,13000,0,4,0,8,2,0
46.0,Scientific and Technical Services,Associate Degree,1,0,0,46000.0,0,705,NY,23,110.24,2535.52, ,12,1,0,110.18,1,4,126.78,0.0,0,1,1,28.64,1,10000,1,2,0,9,0,0
24.0,Retail,High School or Below,1,0,0,14200.0,11,759,NY,10,59.93,599.3,statement billing address statement,6,1,0,59.53,1,5,599.3,0.0,0,1,1,47.73,0,10000,0,3,0,13,0,0
32.0,Manufacturing,Master's Degree,1,0,0,11300.0,21,783,CT,0,297.91,0.0,  plastic replace password change,0,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,1,11000,0,4,0,3,1,0
26.0,Construction,Associate Degree,1,0,1,17700.0,33,662,PA,0,88.2,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,8000,1,3,0,7,1,0
46.0,Healthcare,Associate Degree,1,0,0,79000.0,35,773,NY,6,111.7,670.2, ,3,0,0,0.0,0,3,670.2,0.0,0,1,1,30.37,0,11000,1,3,0,9,0,0
36.0,Scientific and Technical Services,Bachelor's Degree,1,0,1,44000.0,2,720,ME,63,5.58,351.54,late payment   transfer,27,5,1,24.52,1,3,60.0,0.0,0,1,1,38.47,0,19000,1,1,0,7,0,0
43.0,Education,Bachelor's Degree,1,0,0,23600.0,6,702,ME,7,975.02,6825.14, ,2,0,0,0.0,0,2,341.26,0.0,0,1,1,38.15,0,11000,0,4,0,6,0,0
26.0,Retail,Associate Degree,1,0,0,6100.0,44,677,RI,2,39.92,79.84, ,2,0,0,0.0,0,4,60.0,0.0,0,1,1,94.81,0,9000,0,4,0,8,3,0
46.0,Information Technology,Associate Degree,1,0,1,87600.0,20,702,MA,84,102.46,8606.64, ,50,9,3,903.24,4,5,8606.64,0.0,0,1,1,35.24,5,9000,1,3,0,8,0,0
41.0,Manufacturing,Bachelor's Degree,1,0,2,79300.0,16,759,CT,49,44.55,2182.95, ,26,3,3,129.0,2,3,2182.95,0.0,0,1,1,41.54,0,14000,0,2,0,4,2,0
45.0,Construction,High School or Below,1,0,0,24300.0,78,668,MA,3,92.22,276.66, ,2,0,0,0.0,0,4,60.0,0.0,0,1,1,91.63,0,12000,0,1,0,11,2,0
55.0,Financial Services,Doctorate,1,0,1,135300.0,14,696,RI,37,209.79,7762.23,card replace   password change moneyorder payment,20,5,1,1028.44,4,3,388.11,0.0,0,1,1,42.08,3,7000,1,5,1,4,0,0
21.0,Entertainment and Hospitality,Associate Degree,1,0,2,8600.0,5,624,CT,4,43.61,174.44,statement change request password change statement,2,0,0,0.0,0,2,174.44,0.0,0,1,1,27.57,0,12000,0,1,1,6,0,0
33.0,Manufacturing,Bachelor's Degree,1,0,0,24300.0,1,762,RI,9,316.08,2844.72, ,4,5,2,1571.5,5,3,2844.72,0.0,0,1,1,49.43,3,15000,1,3,0,9,0,0
51.0,Transportation,Associate Degree,1,1,0,44700.0,138,792,MA,40,89.19,3567.6,plastic replace   transfer bitcoin,23,1,1,88.0,0,3,4762.53,1194.93,1,2,1,1237.08,3,16000,1,2,0,7,3,0
41.0,Legal,Doctorate,1,0,0,110000.0,21,741,RI,9,103.37,930.33,password change transfer billing address,4,1,0,104.18,1,4,930.33,0.0,0,1,1,56.02,0,11000,0,2,0,4,4,0
38.0,Legal,Master's Degree,1,0,0,58800.0,17,747,NY,75,53.46,4009.5, ,41,11,2,596.04,3,5,200.48,0.0,0,1,1,55.59,5,10000,1,4,0,7,1,0
30.0,Construction,Bachelor's Degree,1,0,0,14500.0,8,704,ME,0,130.09,0.0,card replace statement customer call,0,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,14000,1,3,0,10,1,0
51.0,Transportation,Associate Degree,1,0,1,57600.0,36,759,NY,15,144.98,2174.7, ,5,0,0,0.0,0,3,2174.7,0.0,0,1,1,34.5,0,10000,1,4,0,3,1,0
32.0,Retail,High School or Below,1,0,0,4900.0,4,659,ME,0,765.32,0.0,card replace plastic replace plastic replace,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,5000,1,1,1,7,1,0
37.0,Scientific and Technical Services,Bachelor's Degree,1,0,1,24800.0,27,691,NY,20,73.01,1460.2,change request statement card replace statement,13,0,0,0.0,0,4,1460.2,0.0,0,1,1,64.88,0,18000,1,1,0,7,1,0
31.0,Construction,Associate Degree,1,0,0,21400.0,20,704,CT,16,24.34,389.44, ,8,0,0,0.0,0,4,389.44,0.0,0,1,1,37.08,0,9000,1,4,0,3,0,0
42.0,Information Technology,Master's Degree,1,0,0,146300.0,27,756,NY,34,291.35,9905.9, ,17,2,1,580.46,0,4,495.3,0.0,0,1,1,31.65,4,18000,1,3,0,8,2,0
21.0,Manufacturing,Associate Degree,1,0,1,14000.0,23,750,NY,3,73.82,221.46,billing address change request card replace statement,2,0,0,0.0,0,4,221.46,0.0,0,1,1,62.32,0,13000,1,2,1,7,1,0
39.0,Manufacturing,Associate Degree,1,0,0,40900.0,23,736,NY,21,26.95,565.95, ,15,2,1,58.22,1,4,565.95,0.0,0,1,1,31.1,0,12000,0,1,0,6,0,0
28.0,Retail,Bachelor's Degree,1,0,0,11600.0,9,704,ME,9,0.0,0.0, ,5,2,0,0.0,0,5,60.0,60.0,1,2,1,60.0,0,12000,1,5,0,5,0,0
53.0,Scientific and Technical Services,High School or Below,1,0,0,43600.0,42,715,PA,7,209.72,1468.04, ,2,0,0,0.0,0,3,1468.04,0.0,0,1,1,31.49,0,12000,1,1,0,9,0,0
39.0,Manufacturing,Bachelor's Degree,1,0,2,62000.0,4,773,MA,32,105.53,3376.96, ,15,2,0,213.52,1,3,3376.96,0.0,0,1,1,51.96,1,13000,1,4,1,8,0,0
48.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,25500.0,34,706,ME,22,82.58,1816.76,customer call statement statement,13,2,0,164.24,0,5,2296.2,479.44,1,2,1,537.44,5,18000,0,2,0,8,2,0
42.0,Scientific and Technical Services,High School or Below,1,0,0,35400.0,8,712,MA,10,4.85,48.5, ,5,0,0,0.0,0,3,60.0,11.5,1,1,1,42.11,0,13000,1,3,0,6,0,0
27.0,Education,Associate Degree,1,0,0,16800.0,9,691,MA,7,0.53,3.71,billing address statement  ,4,1,1,1.0,0,2,60.0,56.29,1,1,1,87.16,0,22000,0,1,0,2,1,0
24.0,Construction,High School or Below,1,0,0,9400.0,15,727,CT,3,13.39,40.17,statement plastic replace customer call,2,0,0,0.0,0,3,60.0,19.83,1,3,1,88.74,0,10000,1,1,0,5,0,0
24.0,Entertainment and Hospitality,Associate Degree,1,1,2,17300.0,51,705,NY,1,1.21,1.21,billing address plastic replace change request,1,0,0,0.0,0,4,60.0,58.79,1,2,1,97.88,0,10000,0,2,0,6,1,0
37.0,Education,High School or Below,1,0,0,46300.0,11,704,RI,34,494.14,16800.76,transfer late payment late payment,20,1,1,478.0,0,3,840.04,0.0,0,1,1,53.87,3,17000,1,3,0,6,3,0
35.0,Healthcare,Master's Degree,1,0,2,116900.0,2,750,MA,93,20.67,1922.31, ,52,14,1,281.81,7,4,1922.31,0.0,0,1,1,80.33,4,11000,1,5,1,9,0,0
43.0,Legal,Doctorate,1,0,0,102900.0,8,668,MA,17,0.0,0.0,plastic replace password change transfer,6,2,1,0.0,1,2,60.0,60.0,1,1,1,60.0,0,19000,0,1,0,9,1,0
40.0,Manufacturing,Associate Degree,1,0,0,40900.0,7,675,MA,5,39.61,198.05,plastic replace statement card replace,3,3,0,122.25,1,3,198.05,0.0,0,1,1,32.82,3,17000,1,8,1,3,1,0
39.0,Information Technology,Doctorate,1,0,2,135300.0,2,675,NY,38,45.98,1747.24,change request billing address card replace,22,2,0,89.98,0,4,1747.24,0.0,0,1,1,58.36,0,12000,0,3,0,7,0,0
28.0,Scientific and Technical Services,Associate Degree,1,0,0,0.0,117,714,ME,0,22.8,0.0,password change plastic replace statement,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,16000,1,7,0,7,1,0
46.0,Engineering,Bachelor's Degree,1,0,1,106600.0,25,726,NY,29,362.63,10516.27,plastic replace card replace password change bitcoin,15,2,0,722.74,0,3,10516.27,0.0,0,1,1,37.7,3,11000,1,3,0,10,0,0
52.0,Financial Services,Bachelor's Degree,1,0,1,95400.0,7,704,ME,24,311.98,7487.52, ,13,2,0,625.84,1,3,7487.52,0.0,0,1,1,116.55,3,17000,0,3,0,4,1,0
48.0,Construction,Master's Degree,1,0,1,81100.0,13,779,NY,156,495.72,77332.32, ,90,10,3,4987.44,2,3,3866.62,0.0,0,1,1,59.71,3,15000,1,2,0,5,0,0
41.0,Construction,Associate Degree,1,0,0,28800.0,16,671,CT,7,0.0,0.0,transfer change request card replace,2,2,1,0.0,0,9,60.0,60.0,1,1,1,60.0,0,17000,1,2,0,12,2,0
54.0,Retail,Associate Degree,1,1,1,,24,715,CT,0,269.74,0.0, ,0,0,0,0.0,0,3,60.0,60.0,1,2,1,60.0,0,9000,0,6,0,6,1,0
33.0,Entertainment and Hospitality,High School or Below,1,0,0,9600.0,26,727,NY,5,725.37,3626.85, ,1,0,0,0.0,0,3,3626.85,0.0,0,1,1,37.25,0,16000,1,6,0,4,2,0
40.0,Education,Associate Degree,1,0,1,39100.0,1,800,ME,28,89.32,2500.96, ,12,5,1,431.28,2,4,2500.96,0.0,0,1,1,43.62,4,11000,1,4,0,12,0,0
39.0,Information Technology,Doctorate,1,0,2,135300.0,2,675,NY,38,45.98,1747.24,change request billing address card replace,22,2,0,89.98,0,4,1747.24,0.0,0,1,1,58.36,0,12000,0,3,0,7,0,0
42.0,Transportation,High School or Below,1,0,0,40400.0,11,713,PA,75,60.13,4509.75, ,40,7,1,431.62,3,4,225.49,0.0,0,1,1,18.7,4,10000,0,3,1,5,0,0
36.0,Manufacturing,Bachelor's Degree,1,0,0,45500.0,34,731,CT,25,45.06,1126.5,plastic replace   customer call,15,1,0,45.78,0,2,60.0,0.0,0,1,1,52.12,0,11000,0,2,0,7,0,0
38.0,Engineering,Doctorate,1,0,1,70700.0,36,616,RI,42,51.23,2151.66,billing address transfer password change,24,5,1,250.68,3,3,2151.66,0.0,0,1,1,30.62,3,5000,0,0,0,9,2,0
29.0,Retail,High School or Below,1,0,0,10400.0,78,726,RI,9,155.92,1403.28,late payment customer call late payment,4,2,0,311.0,1,5,70.16,0.0,0,1,1,63.03,5,14000,1,4,0,6,1,0
43.0,Healthcare,Doctorate,1,0,1,117900.0,15,733,NY,60,0.0,0.0,statement transfer customer call,33,1,1,0.0,0,3,60.0,60.0,1,2,1,60.0,0,5000,1,4,1,14,0,0
44.0,Information Technology,High School or Below,1,0,1,119400.0,13,716,MA,101,0.82,82.82, ,48,10,2,8.48,5,5,82.82,0.0,0,1,1,42.72,0,15000,1,4,0,5,2,0
24.0,Retail,High School or Below,1,0,0,16600.0,5,675,MA,10,87.99,879.9, ,7,3,0,262.53,2,3,60.0,0.0,0,1,1,48.16,0,8000,1,2,0,4,1,0
41.0,Information Technology,High School or Below,1,0,0,57700.0,20,630,ME,31,0.0,0.0, ,15,2,1,0.0,1,3,2530.01,2530.01,1,1,1,2530.01,3,9000,1,2,0,6,0,0
45.0,Manufacturing,High School or Below,1,0,0,32100.0,8,757,MA,37,5.02,185.74, ,17,5,1,24.8,1,2,60.0,0.0,0,1,1,59.87,0,11000,1,4,0,1,1,0
39.0,Information Technology,Doctorate,1,0,2,135300.0,2,675,NY,38,45.98,1747.24,change request billing address card replace,22,2,0,89.98,0,4,1747.24,0.0,0,1,1,58.36,0,12000,0,3,0,7,0,0
36.0,Transportation,Bachelor's Degree,1,0,0,68200.0,1,726,NY,15,84.51,1267.65,card replace customer call statement,7,0,0,0.0,0,3,1296.23,28.58,1,1,1,79.16,0,6000,1,3,0,12,0,0
,Manufacturing,Associate Degree,1,0,2,37600.0,13,652,MA,4,25.67,102.68,change request password change customer call,2,1,0,25.36,1,7,102.68,0.0,0,1,1,80.71,0,17000,1,3,2,8,0,0
36.0,Transportation,Associate Degree,1,0,2,48700.0,14,750,PA,21,125.54,2636.34, ,15,2,0,246.36,1,3,2636.34,0.0,0,1,1,54.43,2,16000,1,0,0,8,1,0
49.0,Education,Associate Degree,1,0,0,46300.0,0,729,PA,4,0.0,0.0,billing address password change customer call,1,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,6000,1,2,0,6,1,0
41.0,Entertainment and Hospitality,Master's Degree,1,0,1,93800.0,29,725,MA,19,57.95,1101.05,plastic replace password change card replace,9,0,0,0.0,0,2,1101.05,0.0,0,1,1,21.33,0,8000,0,1,0,5,0,0
41.0,Retail,High School or Below,1,1,0,46600.0,20,782,NY,77,83.57,6434.89, ,38,10,3,841.45,3,3,9114.41,2679.52,1,3,1,2733.2,3,18000,1,3,0,10,0,0
52.0,Financial Services,Doctorate,1,0,1,181600.0,0,755,MA,61,223.97,13662.17,plastic replace plastic replace change request atm denied,25,3,0,663.45,1,4,13662.17,0.0,0,1,1,37.53,4,13000,1,1,0,13,0,0
45.0,Manufacturing,Bachelor's Degree,1,0,0,36400.0,56,720,NJ,15,4.43,66.45,billing address billing address customer call statement,8,0,0,0.0,0,2,66.45,0.0,0,1,1,54.9,0,13000,1,1,0,10,1,0
24.0,Construction,Bachelor's Degree,1,0,0,8500.0,22,771,NY,9,52.24,470.16,change request late payment billing address,6,1,1,49.0,1,2,60.0,0.0,0,1,1,32.52,0,11000,1,3,0,5,1,0
40.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,37200.0,25,760,MA,12,554.0,6648.0,customer call change request password change,3,1,1,536.0,1,4,6648.0,0.0,0,1,1,47.87,4,10000,1,4,0,15,0,0
46.0,Retail,Master's Degree,1,0,0,36200.0,7,790,NY,14,73.09,1023.26,password change statement transfer,7,3,1,225.26,1,3,1023.26,0.0,0,1,1,66.84,3,19000,1,3,0,5,0,0
22.0,Transportation,Bachelor's Degree,1,0,1,6600.0,1,715,ME,0,159.33,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,10000,0,3,0,3,0,0
49.0,Manufacturing,Associate Degree,1,0,0,37700.0,79,783,CT,30,77.38,2321.4, ,14,6,0,473.46,2,2,2321.4,0.0,0,1,1,50.37,2,14000,1,1,0,7,1,0
22.0,Education,High School or Below,1,0,0,20900.0,5,701,ME,2,111.83,223.66, ,1,0,0,0.0,0,2,60.0,0.0,0,1,1,101.63,0,12000,1,1,1,6,0,0
25.0,Education,Associate Degree,1,0,1,15000.0,74,769,RI,1,407.79,407.79, ,1,1,0,410.94,0,4,407.79,0.0,0,1,1,3.15,4,13000,1,5,0,7,3,0
37.0,Education,Bachelor's Degree,1,0,2,53600.0,3,691,NY,47,0.0,0.0,password change statement late payment,29,6,2,0.0,2,3,60.0,60.0,1,1,1,60.0,0,14000,0,4,0,7,1,0
32.0,Construction,High School or Below,1,1,2,31100.0,1,683,ME,60,1168.86,70131.6, ,29,7,2,8126.5,3,2,70131.6,0.0,0,1,1,35.5,2,6000,0,2,0,89,2,0
23.0,Education,High School or Below,1,0,1,5200.0,7,656,RI,1,323.8,323.8,customer call   late payment statement,1,0,0,0.0,0,4,60.0,0.0,0,1,1,67.07,0,14000,1,2,0,6,1,0
42.0,Entertainment and Hospitality,Associate Degree,1,0,0,31600.0,1,672,NY,5,60.59,302.95,late payment password change customer call,3,1,0,60.54,1,4,302.95,0.0,0,1,1,31.91,0,19000,0,3,2,5,2,0
30.0,Education,Doctorate,1,0,2,26100.0,118,640,NY,17,0.0,0.0,plastic replace change request transfer,6,4,1,0.0,2,3,60.0,60.0,1,3,1,60.0,0,12000,0,2,1,6,1,0
52.0,Information Technology,Bachelor's Degree,1,0,0,55400.0,1,738,NJ,21,33.96,713.16, ,11,3,0,104.58,1,5,60.0,0.0,0,1,1,69.27,1,15000,1,6,0,5,1,0
37.0,Construction,Bachelor's Degree,1,0,2,51000.0,33,780,MA,10,112.56,1125.6,late payment transfer   statement,7,0,0,0.0,0,3,60.0,0.0,0,1,1,50.03,0,14000,1,0,0,7,1,0
46.0,Transportation,Master's Degree,1,0,0,42000.0,38,651,RI,25,337.99,8449.75, ,15,0,0,0.0,0,6,8449.75,0.0,0,1,1,46.54,0,12000,1,0,0,8,2,0
43.0,Education,Associate Degree,1,0,0,48900.0,0,661,NY,116,31.17,3615.72, ,37,3,0,91.62,0,3,6246.13,2630.41,1,1,1,2664.01,3,21000,1,1,1,11,0,0
44.0,Construction,Doctorate,1,0,0,91100.0,21,740,RI,45,200.16,9007.2,password change billing address   overseas atm,24,5,0,993.6,2,3,450.36,0.0,0,1,1,50.0,3,13000,1,3,0,8,0,0
48.0,Information Technology,Associate Degree,1,0,1,89100.0,8,733,NY,15,51.54,773.1,change request transfer transfer,6,1,0,49.15,0,5,773.1,0.0,0,1,1,36.26,0,14000,1,6,0,13,1,0
39.0,Engineering,Bachelor's Degree,1,0,1,89000.0,28,726,ME,4,64.23,256.92,plastic replace plastic replace billing address statement,2,0,0,0.0,0,2,60.0,0.0,0,1,1,45.5,0,22000,1,3,0,92,2,0
39.0,Scientific and Technical Services,High School or Below,1,1,1,42700.0,5,712,CT,27,106.56,2877.12, ,15,4,0,422.68,1,4,5576.09,2698.97,1,1,1,2738.02,4,13000,1,2,0,4,1,0
39.0,Construction,Bachelor's Degree,1,1,2,57200.0,8,715,PA,50,387.63,19381.5,password change plastic replace transfer moneyorder,25,4,0,1541.32,2,3,18576.2,0.0,0,1,1,36.99,3,7000,1,1,0,8,1,0
44.0,Entertainment and Hospitality,Associate Degree,1,0,1,91300.0,1,711,MA,11,5.28,58.08, ,6,0,0,0.0,0,7,60.0,1.92,1,1,1,40.32,0,10000,0,2,0,9,1,0
47.0,Education,Associate Degree,1,1,0,80700.0,0,729,PA,144,59.03,8500.32, ,67,19,3,1140.2,6,7,8500.32,0.0,0,1,1,17.51,7,9000,1,6,0,8,1,0
23.0,Manufacturing,High School or Below,1,0,0,12900.0,57,655,RI,0,45.76,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,16000,1,4,0,10,0,0
60.0,Transportation,Associate Degree,1,0,0,,12,679,PA,9,69.28,623.52, ,5,2,1,145.33,0,2,60.0,0.0,0,1,1,35.15,2,15000,1,0,0,8,2,0
52.0,Financial Services,Doctorate,1,0,0,106600.0,90,788,RI,3,110.55,331.65,billing address billing address late payment,1,0,0,0.0,0,4,60.0,0.0,0,1,1,39.72,0,16000,1,5,0,7,0,0
44.0,Manufacturing,Bachelor's Degree,1,0,0,78900.0,15,789,PA,55,382.28,21025.4,"change request   late payment lost cardrefund requested. supply additional details, call back",28,10,2,3905.36,3,3,32974.2,11948.8,1,1,1,12028.74,3,6000,0,4,0,7,1,0
52.0,Education,Associate Degree,1,1,0,73500.0,43,703,NY,124,232.81,28868.44, ,58,18,2,4186.4,4,3,28868.44,0.0,0,1,1,49.27,3,9000,1,3,0,5,1,0
59.0,Information Technology,Associate Degree,1,0,0,101100.0,1,701,ME,20,15.12,302.4, ,10,2,0,31.9,0,4,302.4,0.0,0,1,1,34.9,0,7000,0,3,0,11,2,0
29.0,Retail,Bachelor's Degree,1,0,0,5000.0,5,716,NY,1,33.33,33.33,password change   late payment,1,0,0,0.0,0,4,60.0,26.67,1,1,1,59.63,0,7000,0,2,0,8,1,0
38.0,Retail,Bachelor's Degree,1,0,2,69200.0,10,701,PA,136,87.6,11913.6,"plastic replace late payment card replace lost cardrefund requested. supply additional details, call back",61,20,6,1791.54,9,2,11913.6,0.0,0,1,1,24.32,2,10000,1,4,0,8,1,0
39.0,Retail,High School or Below,1,0,0,29900.0,23,709,CT,5,88.12,440.6,change request password change late payment statement,3,0,0,0.0,0,3,440.6,0.0,0,1,1,49.24,0,11000,1,3,0,4,0,0
36.0,Retail,High School or Below,1,0,1,25600.0,7,691,NY,11,9.74,107.14, ,8,1,0,9.11,1,2,107.14,0.0,0,1,1,39.21,0,8000,1,3,1,3,1,0
43.0,Transportation,High School or Below,1,1,1,31000.0,3,703,ME,53,733.38,38869.14,password change late payment late payment cash,31,8,2,5870.12,4,4,38869.14,0.0,0,1,1,60.85,4,13000,1,0,0,5,1,0
29.0,Retail,High School or Below,1,0,1,23200.0,17,683,NY,12,439.06,5268.72, ,5,1,1,432.0,0,3,2726.34,0.0,0,1,1,66.56,3,16000,0,3,0,8,1,0
28.0,Education,Bachelor's Degree,1,0,2,28700.0,32,738,ME,15,174.43,2616.45, ,6,1,1,183.0,0,3,2616.45,0.0,0,1,1,31.98,1,14000,0,3,0,6,2,0
47.0,Transportation,Bachelor's Degree,1,1,0,60700.0,26,760,NY,3,228.3,684.9, ,2,0,0,0.0,0,4,2603.99,1919.09,1,3,1,1949.69,4,3000,0,4,1,7,0,0
47.0,Financial Services,Bachelor's Degree,1,0,2,109900.0,3,680,PA,36,54.35,1956.6,customer call customer call card replace,20,4,2,207.98,0,3,271.11,0.0,0,1,1,38.2,3,14000,0,7,0,9,1,0
